dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,smean,dmean,ct_srv_src,ct_dst_ltm,ct_src_ltm,ct_srv_dst,label
0.386452,28,30,4616,3080,147.495683,31,29,92161.51563,61648.01953,7,7,14.301593,13.308552,774.620253,19.440664,165,103,9,4,6,5,0
0.001015,2,2,146,178,2955.664893,31,29,575369.4375,701477.8125,0,0,0.001,0.033,0.0,0.0,73,89,1,3,3,4,0
0.245925,10,6,534,268,60.994207,254,252,15647.04688,7286.774414,2,1,25.700444,41.977801,1268.122034,61.327746,53,45,13,3,3,12,0
0.000964,2,2,146,178,3112.033175,31,29,605809.125,738589.1875,0,0,0.009,0.001,0.0,0.0,73,89,2,2,1,2,0
1.246285,8,10,364,3754,13.64054,62,252,2047.685791,21690.06445,1,3,177.273,128.772556,12319.94372,9308.396775,46,375,1,2,2,1,1
1.011905,52,54,2934,3740,103.764686,31,29,22753.125,29022.48828,11,15,19.830039,19.083113,1443.982863,52.925187,56,69,1,3,3,1,0
0.684376,10,8,2084,2296,24.840146,254,252,21929.46484,23484.16602,2,2,76.041778,84.940711,3785.712458,114.857336,208,287,2,1,1,1,1
0.005597,22,24,2054,2478,8040.021425,31,29,2802930.25,3394675.75,6,6,0.249571,0.216087,15.302418,13.046447,93,103,5,5,2,3,0
0.83006,22,20,3529,1840,49.394019,62,252,32469.94141,16846.97461,8,8,39.526668,42.627367,1917.114808,51.91007,160,92,1,1,1,1,1
0.167305,22,24,1920,4312,268.969857,31,29,87648.3125,197627.0938,6,6,7.950857,7.247348,487.317322,466.420548,87,180,14,4,4,5,0
1.623511,14,12,756,682,15.398726,254,252,3459.169678,3084.672852,4,4,114.915156,133.303812,5966.366552,151.477234,54,57,2,1,1,2,1
0.581316,10,8,1010,354,29.243992,254,252,12509.54785,4266.182129,2,1,64.578333,77.948289,4212.191383,133.257859,101,44,1,1,1,1,1
0.640769,10,8,564,354,26.530622,254,252,6342.379395,3870.349609,2,1,70.548667,88.837141,5531.438131,137.777828,56,44,1,1,1,1,1
0.452613,10,10,826,1228,41.978468,62,252,13150.30762,19548.70898,2,2,50.290333,48.16,3469.944683,106.261406,83,123,2,1,1,1,1
1.062161,10,8,564,354,16.005107,254,252,3826.162109,2334.862793,2,1,105.233889,144.691859,6473.805648,202.4105,56,44,1,1,1,1,1
2.123498,256,54,314894,3126,145.51462,62,252,1181688.0,11562.05469,125,8,8.360228,39.931074,932.056113,53.224066,1230,58,1,1,1,1,1
4e-06,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,57,0,19,4,4,19,1
0.219928,10,6,802,268,68.204141,254,252,26263.14063,8148.121094,2,1,24.436444,38.706602,1229.874668,74.596484,80,45,2,1,1,2,0
0.601346,16,18,1272,2572,54.876891,31,29,15871.0625,32327.47852,4,4,40.066999,35.33541,2564.894795,67.634914,80,143,4,2,1,2,0
2.665788,160,40,185878,2550,74.649599,62,252,554333.6875,7463.459473,77,8,16.765962,66.829055,1625.596033,75.038938,1162,64,1,1,2,1,1
0.026544,48,50,2958,33044,3654.30995,31,29,873116.375,9760097.0,7,18,0.557766,0.52998,34.589842,32.846132,62,661,9,4,3,6,0
9.700343,24,22,1248,1632,4.639011,62,252,986.356873,1284.902954,7,9,421.711318,456.106798,36323.4827,40606.9518,52,74,1,2,2,1,1
1.444161,12,8,1064,746,13.156427,254,252,5406.599121,3617.324951,3,2,131.287358,185.278859,6951.842666,285.270312,89,93,5,2,2,5,1
0.039814,30,42,2302,34406,1783.29235,31,29,447279.875,6748782.0,5,15,1.361862,0.98335,76.635055,64.353905,77,819,4,4,8,4,0
0.440827,10,6,2050,268,34.026953,254,252,33482.52344,4065.08667,2,1,45.259444,74.879203,2278.5117,116.011992,205,45,3,1,12,3,1
0.630865,10,8,564,354,26.947129,254,252,6441.949219,3931.110596,2,1,69.504889,88.951289,5464.76412,138.661141,56,44,1,1,2,1,1
6e-06,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,100,0,5,1,2,5,1
1.863966,10,8,540,354,9.120338,254,252,2085.875,1330.496338,2,1,206.997444,254.995,12466.5822,517.05475,54,44,2,1,1,1,0
0.204475,10,6,528,268,73.358601,254,252,18623.30273,8763.907227,2,1,20.959444,33.629602,1178.080906,49.328164,53,45,1,1,1,1,1
0.001763,4,4,544,304,3970.504739,31,29,1851389.625,1034600.063,0,0,0.445333,0.232667,0.625554,0.321263,136,76,6,3,4,3,0
0.049898,52,54,3182,39076,2104.292817,31,29,500380.7813,6149024.0,7,20,0.9917,0.881434,68.518221,68.345904,61,724,12,3,3,10,0
0.395582,10,8,820,354,42.974656,254,252,14924.8457,6269.244141,2,1,43.074778,49.728145,3015.408991,107.760516,82,44,11,3,3,11,1
0.223771,10,6,902,268,67.032813,254,252,29029.67773,8008.186523,2,1,22.143556,40.846199,1179.033917,63.438941,90,45,1,1,2,1,1
0.001028,2,2,146,178,2918.287859,31,29,568093.375,692607.0,0,0,0.006,0.009,0.0,0.0,73,89,2,7,4,5,0
0.070524,50,52,3062,32746,1432.136585,31,29,340423.125,3643242.0,7,18,1.431776,1.371784,82.817215,2.137221,61,630,11,1,4,2,0
1.1e-05,2,0,1064,0,90909.0902,254,0,386909088.0,0.0,0,0,0.011,0.0,0.0,0.0,532,0,2,1,2,2,0
0.001029,2,2,146,178,2915.451794,31,29,567541.3125,691933.875,0,0,0.008,0.008,0.0,0.0,73,89,3,1,1,1,0
1.068693,12,18,1580,10168,27.135949,31,29,10846.89356,71893.42188,3,5,97.040726,62.834647,9550.81909,7692.091243,132,565,2,2,4,3,0
0.510002,10,6,830,268,29.411648,254,252,11717.60059,3513.71167,2,1,48.121444,70.715602,2628.546191,89.774656,83,45,1,1,1,1,1
2.050433,16,18,1540,1644,16.094162,31,29,5633.932129,6059.208008,4,4,136.674673,120.586586,8244.144816,239.444953,96,91,3,18,4,17,0
1.302123,14,8,1536,712,16.127509,254,252,8767.22168,3827.595459,3,2,100.163308,160.561578,5334.305707,254.582781,110,89,2,1,2,2,0
0.005154,4,4,568,304,1358.168379,31,29,661234.0,353899.875,0,0,1.158667,1.241,1.632945,1.751503,142,76,4,3,2,8,0
0.044048,38,40,2438,19266,1748.092984,31,29,431166.0,3411732.75,7,13,1.181892,1.145421,72.230387,71.498237,64,482,5,1,2,11,0
8e-06,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,57,0,20,18,18,20,1
0.048043,50,48,3062,32940,2019.024563,31,29,499719.0,5370855.0,7,18,0.973327,1.011468,63.671458,1.789751,61,686,10,5,3,11,0
0.411564,10,8,728,354,41.305849,254,252,12751.3584,6025.794434,2,1,43.925667,51.761855,2992.436857,107.769734,73,44,2,1,1,1,1
0.573661,10,8,1194,1354,29.634225,254,252,14991.43164,16525.4375,2,2,63.740111,73.256859,3672.044427,126.866648,119,169,1,1,1,1,1
0.806618,16,10,938,556,30.993606,254,252,8727.799805,4968.89502,8,4,5135.5395,8212.989,643216.6037,24393.06,59,56,7,2,2,6,0
1.846709,12,10,3026,818,11.37158,254,252,12017.05273,3192.706543,3,2,167.775824,186.297328,8786.467473,313.339625,252,82,2,2,1,3,1
8e-06,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,57,0,19,17,16,19,1
0.000989,2,2,146,178,3033.367149,31,29,590495.5,719919.125,0,0,0.006,0.004,0.0,0.0,73,89,2,2,2,3,0
6e-06,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,57,0,37,15,15,37,1
0.001044,2,2,146,178,2873.563127,31,29,559386.9375,681992.3125,0,0,0.009,0.007,0.0,0.0,73,89,2,5,9,1,0
1.004597,12,18,1580,10168,28.867299,31,29,11538.95606,76480.42188,3,4,91.296274,59.062118,9524.703591,7674.151981,132,565,2,3,8,2,0
2.67864,24,22,1260,1670,16.799571,62,252,3607.801025,4763.611816,7,9,116.462608,123.618521,6045.254084,6882.677581,53,76,1,2,2,1,1
0.017267,16,18,1540,1644,1911.160024,31,29,669021.8125,719522.8125,4,4,1.1308,0.989471,68.567661,2.042723,96,91,20,9,8,13,0
0.314765,10,6,936,268,47.654599,254,252,21425.50781,5693.13623,2,1,29.001,51.302199,1474.58173,63.600828,94,45,1,1,1,1,1
8.0884,24,22,1248,1656,5.563523,62,252,1182.928711,1563.720947,7,9,351.629432,380.757906,33946.09803,1107.571125,52,75,1,2,3,1,1
4e-06,2,0,104,0,250000.0006,254,0,104000000.0,0.0,0,0,0.004,0.0,0.0,0.0,52,0,5,3,4,4,0
1e-06,2,0,78,0,1000000.003,254,0,312000000.0,0.0,0,0,0.001,0.0,0.0,0.0,39,0,16,2,3,10,0
1.279582,10,6,942,268,11.722578,254,252,5301.731445,1400.457275,2,1,138.500889,238.922594,8261.061259,407.556781,94,45,1,2,2,1,1
0.714843,22,10,17778,806,43.366167,254,252,189915.8281,8124.861328,8,2,32.306666,67.328445,2386.786786,118.048172,808,81,4,1,2,3,1
3e-06,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,52,0,8,2,1,15,0
1.077686,10,8,544,354,15.77454,254,252,3637.42334,2301.227051,2,1,119.730778,143.759719,7947.591542,187.912766,54,44,5,1,3,1,1
1.172285,10,8,564,354,14.501594,254,252,3466.733887,2115.526611,2,1,125.772556,155.238859,8108.964258,217.953109,56,44,3,2,1,4,1
20.955395,316,2004,13608,2648661,110.663628,62,252,5178.618652,1010657.188,1,1000,66.525041,10.453637,3355.170089,1387.099226,43,1322,2,1,2,1,1
0.029875,72,74,4238,63516,4853.556635,31,29,1119330.625,16778712.0,7,30,0.416352,0.400479,22.056793,21.829071,59,858,8,2,2,6,0
1.081826,12,18,1580,10168,26.80653,31,29,10715.2168,71020.66406,3,5,98.31773,63.606589,9546.812194,7692.482784,132,565,1,6,4,2,0
0.78749,10,8,564,354,21.587575,254,252,5160.700195,3149.246338,2,1,82.415111,103.449289,5839.840708,144.395391,56,44,2,1,1,1,1
0.010971,34,36,2230,13500,6289.307936,31,29,1578707.5,9570686.0,7,11,0.328531,0.296143,21.067091,20.806241,66,375,9,1,2,1,0
1.012042,14,18,1684,10168,30.631138,31,29,12363.12305,75917.79688,3,5,77.821925,59.501118,8766.291957,7675.208162,120,565,2,2,4,3,0
1.294056,122,126,7810,15494,190.87272,31,29,47886.64453,95031.42969,30,32,10.691909,10.348768,637.23739,628.952724,64,123,8,2,6,1,0
0.004778,18,18,4096,2456,7325.240594,31,29,6478024.0,3884470.5,7,7,0.263235,0.249471,13.048324,0.336747,228,136,9,6,4,9,0
1.206199,8,12,364,9098,15.751961,62,252,2115.737061,55314.25391,1,4,172.314143,100.600817,12261.28634,9455.996028,46,758,1,1,1,1,1
0.49701,10,6,814,268,30.18048,254,252,11798.55566,3605.561279,2,1,45.428111,84.452797,2379.419478,114.070852,81,45,1,1,2,3,1
0.03325,50,50,3062,33044,2977.44358,31,29,722045.125,7791639.0,7,18,0.693447,0.677667,41.974305,1.122697,61,661,6,2,8,3,0
0.200706,10,6,484,268,74.736179,254,252,17378.65234,8928.482422,2,1,21.405556,36.658602,1222.992069,59.28184,48,45,10,5,5,10,0
0.176871,84,86,4862,75600,955.498631,31,29,217333.5313,3379683.5,7,36,2.127241,2.074412,0.0,115.813218,58,879,4,2,3,5,0
0.86247,60,14,68185,612,84.640628,254,252,621925.4375,5277.864746,27,1,14.05378,61.89877,1507.077395,75.211789,1136,44,3,1,1,3,0
59.813492,4450,714,6035658,30702,86.318318,62,252,807082.375,4100.613281,2225,0,13.495955,84.624484,1681.601135,96.345398,1356,43,1,1,1,1,1
0.000986,2,2,130,162,3042.596172,31,29,527383.3125,657200.75,0,0,0.009,0.008,0.0,0.0,65,81,5,1,9,3,0
0.302579,20,10,18340,514,95.842743,254,252,460653.2813,12241.43164,7,2,14.955895,32.614111,1148.896698,49.451891,917,51,1,1,1,1,1
44.66917,26,16,3154,1452,0.917859,254,252,543.19342,243.92662,11,6,1786.07996,2972.95625,272290.5872,10722.186,121,91,7,2,3,3,1
0.029935,60,62,3614,50036,4042.091135,31,29,949791.1875,13156238.0,7,24,0.519702,0.480885,29.486823,29.218764,60,807,6,1,3,5,0
6.353327,164,46,197938,3038,32.896151,62,252,247721.5625,3742.29126,79,8,38.972957,139.349844,4628.214543,218.545047,1207,66,1,9,10,1,1
8e-06,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,52,0,3,1,1,2,1
0.036932,60,62,3598,48710,3276.291649,31,29,766598.0625,10381241.0,7,24,0.631172,0.595033,37.026636,36.011395,60,786,9,1,5,2,0
0.512147,10,6,558,268,29.288465,254,252,7857.119141,3498.995361,2,1,54.744889,89.409203,3047.416031,143.395609,56,45,19,1,5,4,0
0.823251,10,6,534,268,18.220445,254,252,4674.151367,2176.73584,2,1,80.242444,150.546594,4419.042142,215.305813,53,45,2,1,1,2,1
0.214246,10,6,756,268,70.012974,254,252,25428.71289,8364.216797,2,1,22.252222,28.359801,1259.592996,40.89518,76,45,5,3,4,4,1
0.004797,18,18,3960,2456,7296.226851,31,29,6237231.5,3869084.75,7,7,0.263529,0.249235,13.122115,0.329833,220,136,13,4,8,9,0
4e-06,2,0,78,0,250000.0006,254,0,78000000.0,0.0,0,0,0.004,0.0,0.0,0.0,39,0,1,1,1,1,0
0.02419,52,40,37372,3276,3761.885181,31,29,12122034.0,1056635.0,18,8,0.47686,0.607077,30.152197,1.347415,719,82,1,1,3,1,0
2.006608,14,18,1684,10168,15.448957,31,29,6235.398438,38289.49219,3,5,154.324457,118.001765,11245.68887,9836.55184,120,565,1,2,5,1,0
0.041371,18,20,4016,2560,894.346301,31,29,733460.625,470281.125,7,7,2.415412,2.143368,280.979069,7.908178,223,128,5,3,6,6,0
0.549908,10,8,534,354,30.914263,254,252,6997.53418,4509.845215,2,1,61.100889,65.930141,3629.165124,113.327187,53,44,3,1,1,3,1
4e-06,2,0,1358,0,250000.0006,254,0,1358000000.0,0.0,0,0,0.004,0.0,0.0,0.0,679,0,5,2,2,5,1
0.202827,72,74,4238,63516,714.894937,31,29,164869.5625,2471386.75,7,30,2.893086,2.771192,175.615243,172.054975,59,858,8,4,2,8,0
1.369872,40,42,2558,23162,59.129613,31,29,14570.70508,132047.375,7,14,35.117128,33.397928,2312.391932,2255.148205,64,551,5,6,5,8,0
2.028811,22,28,1192,18840,24.152078,62,252,4487.357422,71639.99219,6,12,96.610049,72.202557,6275.130814,5695.575569,54,673,1,1,1,1,1
2.023099,10,8,564,354,8.40295,254,252,2008.799438,1225.842163,2,1,220.419889,274.969,13019.74239,461.122,56,44,3,2,2,3,1
1.197995,10,10,1236,1160,15.859833,254,252,7432.418457,6971.648926,2,2,133.110556,122.341445,7516.710152,229.154078,124,116,1,1,1,1,1
1.186277,10,8,564,354,14.330548,254,252,3425.843994,2090.573975,2,1,127.657444,158.798422,8555.645119,221.586531,56,44,5,1,1,2,1
0.050886,72,74,4222,64070,2849.50666,31,29,654639.75,9936721.0,7,30,0.712423,0.689164,44.701407,43.48786,59,866,3,1,5,8,0
0.850137,10,8,802,1270,19.996777,62,252,6794.199219,10464.19629,2,2,94.459667,99.555289,4634.164634,162.495438,80,159,3,1,1,4,0
6.915344,332,70,431813,4034,57.98699,62,252,498037.9688,4600.783203,162,8,20.892006,99.001984,2232.410308,117.577359,1301,58,1,1,3,1,1
0.001052,2,2,146,178,2851.711087,31,29,555133.0625,676806.125,0,0,0.009,0.007,0.0,0.0,73,89,3,2,1,1,0
1.23724,10,10,812,1192,15.356762,62,252,4726.649902,6938.023438,2,2,137.471111,133.169437,9699.228213,217.626219,81,119,1,1,1,1,1
4e-06,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,57,0,23,22,20,23,1
0.17257,10,6,850,268,86.921247,254,252,35463.86719,10384.19141,2,1,19.174444,32.2856,1000.534789,62.414859,85,45,2,1,2,1,1
1.020917,14,18,1684,10168,30.364857,31,29,12255.64746,75257.82813,3,5,78.505536,60.022118,8762.74376,7676.763963,120,565,1,4,1,2,0
0.861361,12,10,1002,792,24.380021,254,252,8535.329102,6622.078125,3,2,78.305545,85.083445,4536.04688,151.855656,84,79,2,1,1,2,1
8e-06,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,57,0,16,17,17,16,1
0.770898,10,6,804,268,19.457827,254,252,7513.315918,2324.561768,2,1,85.655333,131.706406,4260.255517,204.756953,80,45,3,1,1,3,0
0.852452,10,6,546,268,17.596299,254,252,4617.269043,2102.171143,2,1,92.485667,154.693,5216.695338,247.862391,55,45,1,1,17,1,1
1e-05,2,0,2088,0,100000.0025,254,0,835200000.0,0.0,0,0,0.01,0.0,0.0,0.0,1044,0,11,9,9,11,1
0.969524,10,8,820,2240,17.534377,62,252,6089.585938,16172.88477,2,2,107.724889,119.732141,5227.530937,200.605641,82,280,1,1,2,1,1
0.029738,48,50,2958,33044,3261.819931,31,29,779339.5625,8711817.0,7,18,0.625255,0.596204,40.421045,38.842835,62,661,4,10,3,12,0
1.9736,62,26,58568,2012,44.08188,62,252,233579.25,7843.534668,27,8,32.893334,75.629641,2606.758585,113.394211,945,77,2,2,1,1,1
0.001033,2,2,146,178,2904.162775,31,29,565343.6875,689254.625,0,0,0.011,0.007,0.0,0.0,73,89,2,2,2,4,0
1.190412,10,10,608,646,15.96086,254,252,3682.758545,3911.250732,2,3,132.268,120.921891,7968.749448,208.695547,61,65,3,1,1,3,1
0.019593,16,18,1540,1644,1684.274961,31,29,589598.3125,634104.0,4,4,1.285933,1.195375,78.42675,2.197267,96,91,9,24,12,21,0
0.03691,30,42,2302,34406,1923.597879,31,29,482470.875,7279761.5,5,15,1.262207,0.887707,71.568404,61.794691,77,819,7,4,4,13,0
0.000952,2,2,130,162,3151.260593,31,29,546218.5,680672.3125,0,0,0.008,0.005,0.0,0.0,65,81,2,1,7,2,0
1.00778,14,18,1684,10168,30.760683,31,29,12415.4082,76238.86719,3,5,77.495769,59.250882,8765.935651,7675.978415,120,565,1,4,1,1,0
2.410713,16,12,842,682,11.200006,254,252,2621.631104,2077.393799,4,4,160.714204,206.639266,8422.563463,282.292875,53,57,1,1,1,1,0
0.248238,10,10,830,5860,76.539451,62,252,24073.67188,169965.9219,2,3,27.582,24.229778,1330.757449,1417.18896,83,586,2,1,2,1,1
1.1e-05,2,0,2098,0,90909.0902,254,0,762909056.0,0.0,0,0,0.011,0.0,0.0,0.0,1049,0,15,22,5,14,1
0.747729,10,8,490,354,22.73551,254,252,4718.287109,3316.709717,2,1,82.990778,91.313141,4387.771044,184.170344,49,44,12,2,2,13,0
0.635547,10,6,984,268,23.601717,254,252,11152.59766,2819.618408,2,1,70.616333,116.660602,4024.919056,219.998656,98,45,1,1,2,1,1
2.096327,12,12,2618,682,10.97157,254,252,9158.875977,2388.940186,3,4,190.565903,184.130188,9750.80994,215.966813,218,57,2,1,1,2,1
1.795761,20,34,1090,26518,29.51395,62,252,4615.313477,114665.5938,6,15,94.51374,51.223879,4726.393299,3551.144782,55,780,1,1,1,1,1
1.008395,14,18,1684,10168,30.741923,31,29,12407.83691,76192.36719,3,5,77.542305,59.288,8765.839672,7692.700571,120,565,1,3,4,2,0
1.746783,10,10,894,2158,10.877138,62,252,3686.777344,8898.643555,2,2,194.071778,181.638563,11133.37633,396.985719,89,216,2,1,2,1,1
1.437083,58,14,68113,612,49.405636,254,252,372638.1875,3167.527588,26,1,24.118368,100.856461,2384.072022,126.851172,1174,44,1,1,1,1,1
0.000925,2,2,130,162,3243.243242,31,29,562162.1875,700540.5625,0,0,0.006,0.005,0.0,0.0,65,81,2,2,3,3,0
0.222441,8,12,424,8824,85.415907,31,29,13342.86426,290917.5938,1,4,31.732714,20.177546,2094.183028,1667.336907,53,735,3,5,5,3,0
0.562292,10,6,588,268,26.676532,254,252,7540.566406,3186.956299,2,1,58.558,99.222602,2973.273629,151.942422,59,45,3,1,2,3,0
0.054116,68,70,4014,59460,2531.598812,31,29,584670.0,8664499.0,7,28,0.815076,0.777725,0.0,50.786105,59,849,7,2,6,3,0
0.018158,8,10,1042,824,936.226459,31,29,401806.375,326908.25,2,2,2.543571,1.962667,156.382048,3.499873,130,82,1,1,3,1,0
0.005257,18,18,4320,2456,6657.789341,31,29,6208864.0,3530530.5,7,7,0.289412,0.280941,14.458283,0.362349,240,136,6,7,3,8,0
1e-05,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,57,0,34,34,35,34,1
0.371868,10,10,992,4972,51.093397,62,252,19211.11719,96270.71875,2,3,41.318667,31.412889,2041.640112,2185.388975,99,497,1,1,1,1,1
0.49193,10,6,808,268,30.492143,254,252,11839.08301,3642.794678,2,1,54.644,90.398,2741.801515,135.60975,81,45,1,2,2,1,1
0.797148,10,6,668,268,18.817083,254,252,6041.538086,2248.01416,2,1,79.766556,130.870203,4067.489635,180.561703,67,45,2,1,1,2,1
0.370519,10,6,922,268,40.483753,254,252,17920.80859,4836.458984,2,1,41.168778,57.377,2103.903804,100.664828,92,45,1,1,2,1,1
1.835586,10,8,2676,354,9.261348,254,252,10499.09961,1351.067261,2,1,198.464444,250.274281,13060.96814,520.8305,268,44,4,2,3,3,1
0.813155,10,6,828,268,18.446668,254,252,7339.313965,2203.761963,2,1,84.371222,147.910797,4284.664229,218.031734,83,45,1,1,1,1,1
1.027441,12,18,1580,10168,28.225464,31,29,11282.39941,74779.96094,3,5,93.369817,60.405415,9532.732683,7693.741303,132,565,3,4,4,5,0
2.527891,90,32,94177,2272,47.865989,62,252,294731.0625,6965.490234,42,8,28.393192,79.544578,3007.478063,131.22725,1046,71,2,2,2,1,1
0.246437,14,6,8928,320,77.098813,31,29,269147.9063,8667.529297,4,1,18.956693,49.161199,1641.276327,68.413188,638,53,2,4,3,2,0
0.731393,12,10,1002,858,28.712335,254,252,10052.05176,8455.098633,3,2,66.490273,71.914664,4151.266738,123.193914,84,86,2,1,20,2,1
0.408421,10,6,546,268,36.726808,254,252,9637.114258,4387.629395,2,1,37.441111,71.334203,1909.148482,87.914625,55,45,14,4,4,14,1
0.007089,24,24,2158,2478,6629.989943,31,29,2334885.0,2680208.75,6,6,0.293522,0.284609,17.976053,18.90365,90,103,5,3,3,3,0
0.145708,52,42,37492,3380,638.26285,31,29,2018887.125,181184.2969,18,8,2.90722,3.540805,376.732162,12.636203,721,80,1,2,2,1,0
0.447947,52,38,37152,3172,198.684221,31,29,650755.5625,55167.24219,18,8,8.95174,12.091081,992.815666,34.789266,714,83,1,2,1,3,0
1.505921,122,126,7814,16912,164.019227,31,29,41170.81641,89130.83594,30,32,12.442537,12.042968,838.272827,824.301412,64,134,9,1,1,4,0
3.389729,10,8,588,354,5.01515,254,252,1250.837402,731.621887,2,1,373.394667,470.875437,25013.03294,910.71025,59,44,1,2,1,5,1
0.001083,2,2,146,178,2770.083151,31,29,539242.875,657433.0625,0,0,0.008,0.002,0.0,0.0,73,89,1,3,3,4,0
1.341147,14,8,1098,708,15.658239,254,252,6084.344238,3698.327148,3,2,103.093,179.445281,6019.462322,256.333312,78,89,5,3,2,6,0
0.717775,12,12,634,682,32.043468,254,252,6486.712402,6977.116699,3,4,65.158091,60.161273,3273.063085,76.675898,53,57,3,1,1,3,0
0.625806,10,8,564,354,27.164969,254,252,6494.025391,3962.889648,2,1,69.090556,88.449289,5440.431705,138.726188,56,44,1,1,1,1,1
1.066116,10,8,534,354,15.945732,254,252,3609.363525,2326.200928,2,1,111.995444,140.673578,6579.352657,214.660766,53,44,2,1,1,2,1
0.00701,18,18,4016,2456,4992.867456,31,29,4328673.5,2647646.25,7,7,0.392765,0.381471,21.158086,0.576943,223,136,10,4,3,10,0
0.197064,12,6,3814,268,86.266392,254,252,141964.0313,9093.492188,3,1,16.138545,36.669602,938.632075,56.113762,318,45,2,1,1,1,1
0.610547,10,6,534,268,24.568133,254,252,6302.544922,2935.072998,2,1,65.475667,105.032398,3317.918005,161.955969,53,45,4,2,1,4,1
0.281302,10,8,804,1360,60.43327,62,252,20589.9707,33842.63281,2,2,31.255778,37.611715,1568.300953,71.282773,80,170,1,1,1,1,1
0.407249,10,18,3064,16078,66.298505,62,252,54178.15625,298294.1563,2,7,45.249889,19.301295,2236.852158,1894.97157,306,893,2,1,2,1,1
1.039388,10,8,564,354,16.35578,254,252,3909.993408,2386.019531,2,1,111.667444,136.636719,7326.896467,195.556625,56,44,1,1,1,1,1
0.003886,8,10,1040,824,4374.678309,31,29,1873391.625,1527534.75,2,2,0.504714,0.375889,32.409318,0.677801,130,82,1,2,3,2,0
0.431599,12,8,1162,692,44.022346,254,252,19759.08203,11232.64941,3,2,35.192908,57.236855,1788.542455,73.035383,97,87,4,2,2,4,1
3.4e-05,2,0,126,0,29411.76419,254,0,14823529.0,0.0,0,0,0.034,0.0,0.0,0.0,63,0,1,1,1,1,1
14.080838,1062,178,1389608,8500,87.991921,62,252,788759.875,4802.555176,528,8,13.296353,79.201703,1567.514184,88.568562,1308,48,2,1,2,1,1
2.671404,10,8,826,354,6.363695,254,252,2228.041992,928.35083,2,1,296.822667,363.322156,17743.38992,589.106063,83,44,1,1,1,1,1
0.758586,22,38,1060,30908,77.776285,62,252,10672.48828,317379.9688,7,17,36.123144,20.166973,1837.089351,1379.973466,48,813,1,1,1,1,1
1.1e-05,2,0,2996,0,90909.0902,254,0,1089454592.0,0.0,0,0,0.011,0.0,0.0,0.0,1498,0,3,2,2,2,1
2.02971,20,34,2544,37870,26.112104,62,252,9526.483398,144875.8594,6,15,106.826839,59.748544,5460.777311,4886.653879,127,1114,1,3,4,1,1
1.8e-05,2,0,250,0,55555.55359,254,0,55555552.0,0.0,0,0,0.018,0.0,0.0,0.0,125,0,1,3,18,5,1
0.913261,8,8,364,2212,16.424659,62,252,2794.381836,16959.00781,1,2,130.465862,121.71457,9153.258252,266.0585,46,277,1,2,2,1,1
1.254576,10,8,564,354,13.550395,254,252,3239.341553,1976.76355,2,1,139.397333,170.933422,10005.93919,245.558625,56,44,7,1,4,1,1
8e-06,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,57,0,38,33,34,38,1
0.005443,18,18,4016,2456,6430.277693,31,29,5574867.0,3409884.5,7,7,0.300529,0.305375,14.853817,0.391522,223,136,7,7,3,9,0
0.003986,8,10,1040,824,4264.927156,31,29,1826392.375,1489212.25,2,2,0.519143,0.388556,33.523563,0.691366,130,82,2,2,3,3,0
0.64822,12,8,1010,762,29.311036,254,252,11428.21875,8231.773438,3,2,54.005092,83.703,2954.670253,101.425992,84,95,3,16,3,2,1
1.231369,18,12,9138,678,23.551023,254,252,56074.17188,4041.030762,6,4,72.433472,105.771453,4255.998897,183.972563,508,57,3,2,2,5,1
0.073375,4,4,568,320,95.400339,31,29,46446.33594,26166.94922,0,0,19.349666,23.959666,27.350418,33.872773,142,80,2,3,2,5,0
0.799454,60,14,68201,612,91.312324,254,252,671108.0625,5693.88623,27,1,12.67539,55.153078,1305.194481,68.204594,1137,44,2,1,1,2,1
8e-06,2,0,90,0,125000.0003,254,0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,45,0,11,2,3,10,0
0.698471,10,6,2322,268,21.47548,254,252,23938.00195,2565.604004,2,1,75.530111,128.350203,4220.259062,205.765031,232,45,10,1,5,3,1
0.71451,8,8,364,442,20.993407,254,252,3571.678467,4333.039062,1,2,101.943141,85.64343,5936.845804,149.233016,46,55,1,1,1,1,1
